intro,links
"Prime Minister Narendra Modi is likely to contest from Varanasi in Uttar Pradesh, the parliamentary seat he retained after winning two seats in the 2014 election.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-pm-narendra-modi-likely-to-stick-with-varanasi-say-sources-amid-buzz-about-2006217
"The US, which has launched an all-out diplomatic and economic campaign against the Nicolas Maduro government of Venezuela, has asked India to join the oil boycott, according to Secretary of State Michael Pompeo.",https://www.ndtv.com/india-news/mike-pompeo-asks-india-to-stop-buying-venezuelan-oil-2006209
"The anti-thesis of Gandhian thought is Congress culture, Prime Minister Narendra Modi wrote today in a blog on the anniversary of Mahatma Gandhi's 1930 Dandi March, targeting the opposition party and the Gandhi family on a day the Congress Working Committee meets for a strategy session in his home state Gujarat.",https://www.ndtv.com/india-news/dandi-march-anniversary-gandhi-ji-wanted-congress-disbanded-pm-narendra-modi-blogs-as-cwc-meets-in-g-2006189
"In controversial remarks, West Bengal Chief Minister Mamata Banerjee on Monday appeared to suggest that the long-drawn Lok Sabha election process was intended to facilitate yet another ""strike"" as part of the BJP's ""gameplan to disturb"" her state.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-told-about-another-strike-mamata-banerjee-links-polls-to-bjp-plan-2006180
"Kerala Congress screening committee will finalise the distribution of seats after discussing with the party chief Rahul Gandhi, when he visits the state on Thursday",https://www.ndtv.com/kerala-news/kerala-congress-to-finalise-seats-and-candidates-on-march-15-when-rahul-gandhi-visits-state-2006179
"Two days after the Election Commission announced dates for Lok Sabha elections, the Congress party is all set to kick-start its campaign for the polls as well as conduct a brainstorming session, to give a final shape to the party's election strategy.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-congress-working-committee-cwc-meet-in-gujarat-priyanka-gandhi-vadra-to-spe-2006171
"Foreign Minister Sushma Swaraj, who is known for her prompt responses on Twitter to calls for help from Indians abroad, shared what she learnt after taking up the top role in Prime Minister Narendra Modi's cabinet. The minister said she now understands English of all accents and grammar.",https://www.ndtv.com/india-news/sushma-swaraj-says-she-has-learnt-to-follow-english-of-all-accents-grammar-after-becoming-foreign-mi-2006169
"The world's biggest democracy will soon hold what's likely to be one of the world's costliest elections. India's six-week-long vote will span the Himalayan range in the north, the Indian Ocean in the south, the Thar desert in the west and the mangroves of the Sundarbans in the east.",https://www.ndtv.com/india-news/why-indias-election-is-among-the-worlds-most-expensive-2006166
"The Congress party has chosen Prime Minister Narendra Modi's home turf Gujarat for its high profile strategy meeting today. The Congress Working Committee (CWC) is all set to kick-start its campaign for the Lok Sabha elections as well as have a brainstorming session, to give a final shape to the party's election strategy. Priyanka Gandhi Vadra will address the CWC for the first time.",https://www.ndtv.com/india-news/congress-working-committee-meeting-in-narendra-modis-home-turf-gujarat-today-priyanka-gandhi-vadra-t-2006152
"The AIADMK in Tamil Nadu Monday kick-started its candidate selection process for the April 18 Lok Sabha elections in the state, with the interview of ticket aspirants of ten constituencies.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-aiadmk-begins-candidate-selection-process-for-lok-sabha-elections-2006150
The Telugu Desam Party (TDP) on Monday alleged that there was a conspiracy in covering all the Lok Sabha seats in Andhra Pradesh in the first phase.,https://www.ndtv.com/india-news/lok-sabha-elections-2019-chandrababu-naidus-party-accuses-kcr-for-early-polls-in-andhra-says-will-st-2006146
"A day after the Lok Sabha election dates were announced, the Shiv Sena on Monday said that the party got into an alliance in Maharashtra with the BJP as the country needs to be taken in the right direction.",https://www.ndtv.com/india-news/shiv-sena-bjp-alliance-will-take-country-in-right-direction-uddhav-thackeray-2006145
"A major tragedy was averted in Jammu and Kashmir on Monday after a man was caught with two grenades and a detonator at an Army camp in Jammu and Kashmir's Poonch district, police said.",https://www.ndtv.com/india-news/man-caught-with-grenades-detonator-at-army-recruitment-rally-in-jammu-and-kashmirs-poonch-2006132
"The ruling BJD on Monday alleged that the four-phase election schedule for Odisha has been announced to suit the BJP since it faces ""bleak"" electoral prospects in the state.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-bjd-spokesman-questions-four-phase-polls-in-odisha-says-done-to-help-bjp-2006127
"Bangladesh Prime Minister Sheikh Hasina on Monday assured her Indian counterpart Narendra Modi that her government would never allow the country's soil to be used by any terrorist organisation under its ""zero tolerance policy"".",https://www.ndtv.com/india-news/wont-allow-bangladesh-soil-to-be-used-by-terrorists-sheikh-hasina-to-pm-modi-2006122
The Lucknow bench of the Allahabad High Court has granted bail to then station house officer of Unnao's Makhi police station who is facing trial for conspiring to help rape accused BJP MLA Kuldeep Singh Sengar.,https://www.ndtv.com/india-news/bail-granted-to-cop-charged-with-helping-accused-bjp-lawmaker-in-unnao-rape-2006119
"Veteran journalist and lawyer S Balakrishnan has sought a police inquiry into Maharashtra Navnirman Sena (MNS) chief Raj Thackeray's claim of another ""Pulwama-like"" terror attack before the Lok Sabha polls.",https://www.ndtv.com/india-news/journalist-seeks-police-inquiry-on-raj-thackerays-pulwama-like-attack-claim-2006112
"RJD leader Tejashwi Yadav on Monday urged opposition leaders to take a united stand against what he called a ""campaign of distortion"" by pro-BJP news channels, and he was backed by his father Lalu Prasad who gave the call - ""boycott Modi media"".",https://www.ndtv.com/india-news/tejashwi-yadav-appeals-to-opposition-to-boycott-bjp-inspired-tv-debates-2006109
"Russia's arms export to India, the world's second largest importer of major arms, fell by a whopping 42 per cent between 2014-18 and 2009-2013, according to a SIPRI report.",https://www.ndtv.com/india-news/russia-arms-exports-to-india-fell-by-42-between-2014-18-2009-13-report-2006107
"Defence Minister Nirmala Sitharaman on Monday alleged that the UPA denied benefits to the ""martyrs"" of paramilitary forces for years and it was the PM Modi government which ultimately conferred these benefits.",https://www.ndtv.com/india-news/congress-denied-martyr-benefits-bjp-conferred-it-nirmala-sitharaman-2006106
Prime Minister Narendra Modi spoke with the crown prince of Abu Dhabi on Monday and thanked him for inviting India to address the Organisation of Islamic Cooperation.,https://www.ndtv.com/india-news/pm-narendra-modi-speaks-with-abu-dhabi-crown-prince-sheikh-mohammed-bin-zayed-al-nahyan-2006101
"""Do you want Mahatama Gandhi's India - where there is love, harmony - or Godse's India, where these is fear and hatred?"" Congress Chief Rahul Gandhi asked today, a day after the Election Commission announced dates for national elections.",https://www.ndtv.com/india-news/rahul-gandhi-asks-do-you-want-mahatma-gandhis-india-or-godses-india-2006096
"India on Friday conveyed to Saudi Arabia that that an ""immediate, irreversible and verifiable action"" to dismantle terror infrastructure is essential to fight the menace of terrorism.",https://www.ndtv.com/india-news/verifiable-steps-against-terror-infrastructure-essential-india-tells-saudi-arabia-2006094
"India and the US have agreed that Pakistan must take ""concerted action to dismantle terror infrastructure and deny a safe haven to terror groups"", the foreign ministry said today after a meeting between Foreign Secretary Vijay Gokhale and US Secretary of State Mike Pompeo. In Delhi, Prime Minister Narendra Modi today contacted Crown Prince of Abu Dhabi, Sheikh Mohammed bin Zayed Al-Nahyan and also met Saudi foreign minister Adel bin Ahmed Al Jubeir, who is on a visit to India.",https://www.ndtv.com/india-news/india-us-ask-pak-for-concerted-action-to-dismantle-terror-groups-2006093
"In a first in Madhya Pradesh, a transgender has beeen given a government job. Sanjana Singh, 36, has been appointed the personal secretary to the director of the state's Department of Social Justice and Disabled Welfare (DSJDW).",https://www.ndtv.com/india-news/in-a-first-transgender-gets-government-job-in-madhya-pradesh-2006089
"The top leadership of AAP huddled into a meeting at Delhi Chief Minister Arvind Kejriwal's residence to discuss preparations for Lok Sabha polls, on Monday, as a senior party leader claimed chances of party's alliance are now nil.",https://www.ndtv.com/india-news/arvind-kejriwal-meets-aam-aadmi-party-leaders-on-poll-preparations-no-chance-of-alliance-now-aap-law-2006087
Two powerful tribal militant groups in Manipur that have a ceasefire agreement with the centre have written to the BJP and its chief Amit Shah to field a candidate of their choice in the upcoming Lok Sabha elections.,https://www.ndtv.com/india-news/manipur-lok-sabha-elections-2019-militant-groups-write-to-amit-shah-backing-bjp-lok-sabha-contender-2006081
"Security forces have succeeded in eliminating the leadership of terror outfit Jaish-e-Mohammed in Kashmir after the Pulwama terror attack in which 40 CRPF soldiers died, a top Army officer said on Monday.",https://www.ndtv.com/india-news/18-terrorists-killed-in-21-days-jaish-leadership-eliminated-in-j-k-army-2006080
"The Left and the Congress are back at the negotiating table for seat sharing in Bengal after overcoming a major hiccup over two seats and pushing the ruling Trinamool Congress out of a possible equation. The Congress has 'conceded' the two seats to the Left, for which the party has named candidates. The Left will reciprocate by not fielding candidates in four seats Congress had won in 2014.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-row-over-bengals-6-seats-settled-congress-cpm-to-discuss-remaining-36-2006075
Congress in Telangana is likely to finalise its candidates for the coming Lok Sabha polls by March 13.,https://www.ndtv.com/india-news/lok-sabha-elections-2019-congress-likely-to-finalise-candidates-for-telangana-by-march-13-2006073
