intro,links
"Finance Minister Piyush Goyal on Friday said the Narendra Modi-led government had the decisive mandate to continue structured reforms and it was moving towards realising a ""New India by 2022"".",https://www.ndtv.com/india-news/have-mandate-to-continue-reforms-moving-towards-new-india-by-2022-fm-1986588
"Delhi Chief Minister Arvind Kejriwal on Friday took a jibe at the central government calling demonetisation a ""mega scam"" and said that unemployment was at its highest since independence.",https://www.ndtv.com/india-news/arvind-kejriwal-slams-centre-calls-demonetisation-a-mega-scam-1986571
"The 130 students arrested so far in a ""pay-to-stay"" sting operation using a fake university face only civil immigration charges, according to media reports.",https://www.ndtv.com/india-news/130-students-arrested-in-us-face-only-civil-immigration-charges-report-1986567
"Samajwadi Party chief Akhilesh Yadav greeted people on the morning of the interim budget day with a 'warning'-""get ready for a bunch of lies"". The interim budget ahead of the coming general elections is being presented by Union minister Piyush Goyal later today amid hopes of relief measures for farmers and tax relief for the middle classes.",https://www.ndtv.com/india-news/akhilesh-yadav-ahead-of-interim-budget-get-ready-for-lies-1986564
"P Chidambaram on Friday raised doubts over the GDP figures, wondering how the economy is growing at 7 per cent when the unemployment rate was the highest in 45 years.",https://www.ndtv.com/india-news/p-chidambaram-asks-how-economy-is-growing-when-unemployment-rate-at-highest-1986563
"Himachal Pradesh received fresh snowfall and rain on Friday, intensifying the cold wave conditions in parts of the hilly state. Tourist towns like Dalhousie, Kufri and Manali received snowfall from 5.30 pm on Thursday to 8.30 am on Friday, the Meteorological Centre, Shimla said.",https://www.ndtv.com/india-news/cold-wave-intensifies-in-himachal-pradesh-with-fresh-snowfall-rain-1986559
"Two Indian Air Force pilots suffered serious injuries after aMirage 2000 crashedat the Hindustan Aeronautics Limited (HAL) Airport in Yemlur in Bengaluru this morning. It was a twin-seat variant and both the pilots ejected during their take-off run. However, despite ejecting, both continue to be critical.",https://www.ndtv.com/india-news/pilot-dies-as-mirage-2000-trainer-fighter-aircraft-crashes-at-hal-airport-in-bengaluru-news-agency-a-1986556
"Aviation regulator Directorate General of Civil Aviation (DGCA) is monitoring the flight schedule of Jet Airways, after the airline cancelled a number of flights, owing to grounding of aircraft.",https://www.ndtv.com/india-news/dgca-monitoring-jets-schedule-after-flight-cancellations-1986527
Normal life was paralysed across Andhra Pradesh on Friday due to a day-long shutdown called over demands for a special category status to the state.,https://www.ndtv.com/india-news/shutdown-in-andhra-pradesh-over-demand-for-special-status-1986523
"Two terrorists were killed in an encounter with security forces in south Kashmir district of Pulwama on Friday,police said.",https://www.ndtv.com/india-news/two-terrorists-killed-in-encounter-in-jammu-and-kashmirs-pulwama-1986501
"Urging the people of the country to promote the motto of ''unity in diversity'', West Bengal Chief Minister Mamata Banerjee Friday stressed on the need for interfaith harmony for peaceful coexistence.",https://www.ndtv.com/india-news/mamata-banerjee-calls-for-interfaith-harmony-to-promote-unity-1986497
"A day before high-powered selection committee is to meet to decide the new CBI chief, the government has appointed four officers in the central agency, officials said Thursday.",https://www.ndtv.com/india-news/government-appoints-four-officers-in-cbi-1986496
The politically-crucial interest subsidy for short term credit to farmers is likely to be a modest one in the vote-on-account which is to be presented by acting Finance Minister Piyush Goyal today.,https://www.ndtv.com/india-news/budget-2019-moderate-interest-subsidy-for-short-term-agri-credit-likely-in-budget-1986488
"Income tax concessions for individuals, a farm relief package, support for small businesses and possible populist spending measures may be part of the Budget that Finance Minister Piyush Goyal will present today as the government makes a last-ditch attempt to woo voters ahead of the general elections.",https://www.ndtv.com/india-news/budget-2019-income-tax-concessions-farm-relief-package-may-figure-in-budget-1986487
The Opposition Thursday made it clear to the government at an all-party meeting that it will not allow passage of any contentious bills in the Budget Session of Parliament that started with President Ram Nath Kovind's address to a joint sitting of both the houses.,https://www.ndtv.com/india-news/budget-2019-prime-minister-narendra-modi-has-told-opposition-that-interim-budget-will-be-presented-g-1986486
