intro,links
"Priyanka Gandhi Vadra, the sister of Congress chief Rahul Gandhi, today condemned the deadly terror attack on CRPF personnel in Jammu and Kashmir's Pulwama and expressed solidarity with the families of the deceased and the injured. The 47-year-old, who was expected to address her first press conference this evening a week after her induction, deferred it.",https://www.ndtv.com/india-news/pulwama-ied-blast-priyanka-gandhi-on-terror-attack-understand-pain-of-losing-a-loved-one-1993731
BJP's estranged ally Shiv Sena on Thursday put forward a condition before the party if it wanted support in future to form a government at the centre.,https://www.ndtv.com/india-news/lok-sabha-election-2019-must-get-chief-ministers-post-if-bjp-wants-support-at-centre-shiv-sena-1993727
"Residents in Delhi and nearby areascontinueto witness drizzles, light showers on this evening, which brought down the temperature slightly.",https://www.ndtv.com/india-news/delhi-rains-return-with-a-bang-heavy-showers-continue-in-evening-too-1993719
"Veteran leader Sharad Pawar, who said he has quit electoral politics, will be up for election in the coming Lok Sabha polls, due by May. The 78-year-old will contest from Madha, the constituency he won in 2009. Currently the seat is being held by party leader Vijaysinh Mohite-Patil. Mr Pawar's stronghold Baramati is being held by his daughter Supriya Sule, who would contest from there again this time.",https://www.ndtv.com/india-news/lok-sabha-elections-2019-sharad-pawar-to-contest-lok-sabha-polls-from-maharashtras-madha-party-says-1993703
"The Congress today attacked Prime Minister Narendra Modi and his government over the deadly attack on a CRPF convoy in Jammu and Kashmir's Pulwama, questioning the government's silence despite regular attacks from across the Line of Control.",https://www.ndtv.com/india-news/pulwama-attack-18th-terror-attack-during-nda-rule-government-silent-says-congress-1993700
"Prime Minister Narendra Modi has strongly condemned the blast in Jammu and Kashmir's Pulwama district that killed over 30 Central Reserve Police Force, saying the sacrifices of the country's soldiers would not go in vain.",https://www.ndtv.com/india-news/pm-modi-on-pulwama-terror-attack-sacrifices-shall-not-go-in-vain-1993698
The BJP's country-wide ''mass mobilisation'' campaign asking partymen to display party flags on their homes and vehicles has led to apprehension in its West Bengal unit that party workers and sympathizers may be targeted by rival TMC especially in areas with a history of political violence.,https://www.ndtv.com/india-news/vulnerable-to-trinamool-s-terror-if-we-display-party-flags-bengal-bjp-1993697
"Terrorists responsible for the attack on a CRPF (Central Reserve Police Force) convoy in Jammu and Kashmir's Pulwama today that killed over 30 personnel and left over 40 injured will be given ""unforgettable lesson"" for their heinous act, Union Minister Arun Jaitley said in a tweet.",https://www.ndtv.com/india-news/pulwama-terror-attack-arun-jaitley-says-terrorists-will-be-given-unforgettable-lesson-1993696
"The car that rammed a CRPF bus in Jammu and Kashmir's Pulwama, killing over 30 jawans on Thursday, was driven by Jaish-e-Mohammad terrorist Adil Ahmad Dar, officers said.",https://www.ndtv.com/india-news/pulwama-ied-blast-jammu-and-kashmir-pulwama-terrorist-was-adil-ahmad-dar-who-joined-jaish-last-year-1993691
"Congress president Rahul Gandhi on Thursday recalled his surprising embrace to Prime Minister Narendra Modi in parliament last year, saying his love suppressed PM's hatred for him. Addressing a rally in Gujarat, Mr Gandhi added that hatred can only be ended by love.",https://www.ndtv.com/india-news/lok-sabha-election-2019-rahul-gandhi-recalls-parliament-hug-my-love-suppressed-pm-modis-hate-1993676
